subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-21d0ab,A-a1b80b,2024-07-21,,Basic,22,418,5016,False,False,False,False,monthly,True
S-b27c2f,A-625d0b,2024-12-24,,Pro,17,833,9996,False,False,False,False,monthly,True
S-1224ea,A-474ad4,2023-12-10,,Pro,8,0,0,True,False,False,False,monthly,True
S-0d8293,A-425e76,2023-11-18,,Pro,71,3479,41748,False,False,False,False,monthly,True
S-f409d8,A-0651a4,2024-12-04,,Enterprise,16,3184,38208,False,False,False,False,annual,True
S-374511,A-e89151,2024-04-01,,Enterprise,10,1990,23880,False,False,False,False,monthly,True
S-c1f160,A-ccabf0,2024-07-14,2024-12-04,Pro,2,98,1176,False,False,True,True,annual,True
S-2b58a7,A-7c5768,2024-07-07,,Basic,3,57,684,False,False,False,False,monthly,True
S-4dfd17,A-bcbe98,2024-07-29,,Basic,46,874,10488,False,True,True,False,monthly,True
S-4781b1,A-558c72,2023-06-12,,Pro,16,784,9408,False,False,False,False,monthly,True
S-c53808,A-712426,2024-12-08,,Pro,12,588,7056,False,False,False,False,monthly,True
S-e3165d,A-3b5cd1,2023-10-09,,Pro,21,1029,12348,False,False,False,False,monthly,True
S-0334aa,A-acb7f7,2024-04-12,,Pro,41,2009,24108,False,True,False,False,annual,True
S-6c625e,A-854864,2024-12-15,,Pro,91,4459,53508,False,False,False,False,monthly,False
S-e48c4d,A-439b2f,2024-03-09,,Basic,7,133,1596,False,False,False,False,annual,True
S-322a59,A-a8b49c,2024-02-17,,Pro,26,1274,15288,False,False,False,False,monthly,True
S-41b844,A-94d3da,2023-06-03,,Pro,41,2009,24108,False,False,False,False,monthly,False
S-12125f,A-e5d6ab,2023-08-08,,Basic,3,57,684,False,False,False,False,monthly,True
S-91709b,A-ab438f,2024-11-26,2024-12-31,Enterprise,23,4577,54924,False,False,False,True,annual,True
S-ff681f,A-bbc346,2024-08-31,,Enterprise,19,3781,45372,False,True,False,False,annual,False
S-6b534f,A-08e34e,2024-12-31,,Enterprise,14,2786,33432,False,False,False,False,monthly,True
S-2d3434,A-425e76,2023-07-22,,Pro,8,392,4704,False,False,False,False,annual,True
S-b8caad,A-ac14bb,2023-09-27,,Pro,21,1029,12348,False,False,False,False,annual,False
S-58ab69,A-58b9ff,2024-09-27,,Pro,63,3087,37044,False,False,True,False,monthly,True
S-6c877e,A-712533,2023-08-13,,Enterprise,18,0,0,True,False,False,False,monthly,True
S-ff4611,A-c9bb3e,2024-04-25,,Pro,123,6027,72324,False,False,False,False,annual,True
S-f3c329,A-1f0636,2024-09-02,,Basic,105,1995,23940,False,False,False,False,annual,True
S-270a4e,A-6c093d,2024-01-17,,Basic,7,133,1596,False,True,False,False,monthly,True
S-2a312e,A-034368,2024-06-21,,Basic,26,494,5928,False,False,False,False,monthly,True
S-3aa11b,A-7c83a1,2024-09-27,,Pro,12,588,7056,False,False,False,False,annual,True
S-0a8cff,A-016043,2024-09-28,,Enterprise,12,0,0,True,True,False,False,monthly,True
S-b4d224,A-4c6f11,2024-05-31,,Basic,27,513,6156,False,False,True,False,annual,True
S-f0e458,A-ab438f,2024-12-27,,Pro,77,0,0,True,False,False,False,monthly,True
S-af5ec3,A-8e47ca,2024-08-23,,Enterprise,19,3781,45372,False,False,False,False,monthly,True
S-683c6b,A-e36807,2024-11-21,,Enterprise,14,2786,33432,False,False,False,False,annual,True
S-1df679,A-508199,2024-04-26,,Enterprise,19,3781,45372,False,False,False,False,annual,True
S-ca74fe,A-dfbd31,2024-07-30,,Pro,14,686,8232,False,False,False,False,annual,False
S-061025,A-c45b23,2024-11-16,,Pro,7,343,4116,False,False,False,False,annual,True
S-333abd,A-a1b80b,2024-07-05,,Basic,16,304,3648,False,False,False,False,annual,True
S-5281ee,A-427b69,2024-09-27,,Pro,17,0,0,True,False,False,False,annual,False
S-1bf697,A-acb7f7,2024-08-31,,Pro,32,1568,18816,False,False,False,False,monthly,True
S-9b8167,A-054577,2024-05-08,,Pro,29,1421,17052,False,False,False,False,monthly,True
S-585d4c,A-00bed1,2024-05-06,,Enterprise,28,5572,66864,False,True,False,False,monthly,True
S-cdd281,A-39ddf4,2024-12-30,,Enterprise,40,7960,95520,False,False,False,False,monthly,True
S-f83141,A-659280,2024-12-26,,Basic,17,0,0,True,False,False,False,annual,False
S-3af429,A-9077b0,2024-12-10,,Basic,30,0,0,True,True,False,False,monthly,True
S-0cb4fe,A-560d27,2024-05-31,,Enterprise,71,14129,169548,False,False,False,False,monthly,True
S-da3b68,A-5c046d,2024-11-23,,Enterprise,93,18507,222084,False,False,False,False,monthly,True
S-620b62,A-d42431,2024-08-06,,Enterprise,22,4378,52536,False,True,False,False,annual,False
S-4056f6,A-86cdb4,2024-10-06,,Pro,2,98,1176,False,False,False,False,annual,True
S-7a1803,A-443b7c,2024-10-26,,Enterprise,11,0,0,True,False,False,False,annual,True
S-ddc51c,A-ad296b,2024-12-09,,Pro,38,1862,22344,False,False,False,False,annual,True
S-ba228b,A-a33200,2024-12-20,,Basic,29,551,6612,False,False,False,False,monthly,True
S-e3255c,A-600734,2024-10-08,,Pro,29,1421,17052,False,False,False,False,monthly,True
S-5619af,A-1d5444,2024-04-23,,Enterprise,24,4776,57312,False,False,False,False,monthly,False
S-47048b,A-0f7d77,2024-12-31,,Basic,7,133,1596,False,False,False,False,annual,True
S-b60208,A-9174e0,2024-12-06,,Enterprise,37,0,0,True,False,False,False,annual,True
S-64d203,A-f17767,2024-03-20,,Pro,9,441,5292,False,False,False,False,monthly,True
S-a87ff6,A-4e960a,2024-12-08,,Basic,12,228,2736,False,False,False,False,monthly,True
S-0ff481,A-6c093d,2023-04-30,,Basic,15,285,3420,False,False,False,False,annual,False
S-bb3c63,A-94d3da,2023-12-01,,Basic,41,779,9348,False,False,False,False,monthly,True
S-55aa8a,A-bad8c1,2023-11-15,,Pro,60,0,0,True,False,False,False,monthly,True
S-196dc6,A-eb2fdc,2024-05-22,,Enterprise,47,9353,112236,False,False,False,False,annual,True
S-afa7a7,A-1b9609,2024-10-03,,Enterprise,25,0,0,True,False,False,False,annual,True
S-fcef74,A-ad64c6,2024-09-08,,Pro,12,588,7056,False,False,False,False,monthly,True
S-a3129d,A-712426,2024-12-07,,Enterprise,18,0,0,True,False,False,False,annual,True
S-8def89,A-cbd1a3,2024-11-27,,Enterprise,8,1592,19104,False,False,False,False,annual,True
S-a2cde5,A-463db0,2024-12-20,,Pro,15,735,8820,False,False,False,False,annual,False
S-c855b0,A-ac14bb,2024-01-16,,Enterprise,71,14129,169548,False,True,False,False,annual,True
S-85ddea,A-cc1d8d,2024-12-20,,Enterprise,5,995,11940,False,False,False,False,monthly,True
S-982ee2,A-eb2fdc,2024-11-07,,Enterprise,31,6169,74028,False,False,False,False,annual,True
S-6ce11a,A-ac85cd,2024-12-03,,Basic,53,1007,12084,False,False,False,False,annual,True
S-d638c7,A-832ec2,2024-07-25,,Basic,31,589,7068,False,True,False,False,annual,True
S-f967c2,A-029f69,2024-12-10,,Basic,7,133,1596,False,False,False,False,monthly,True
S-196c1e,A-7df7a7,2024-11-04,,Basic,7,133,1596,False,False,False,False,annual,True
S-559e85,A-53f4e3,2024-12-22,,Pro,29,1421,17052,False,False,False,False,monthly,True
S-af7a2c,A-dcc2f0,2024-11-13,,Basic,22,418,5016,False,True,False,False,annual,True
S-e66253,A-d5a319,2024-11-19,,Enterprise,15,2985,35820,False,False,False,False,annual,True
S-25f647,A-425e76,2024-07-10,,Basic,37,703,8436,False,False,False,False,monthly,True
S-766d8b,A-82861f,2024-05-27,2024-11-15,Enterprise,41,8159,97908,False,False,False,True,monthly,True
S-39f1ed,A-6dee43,2024-04-27,,Pro,3,147,1764,False,False,False,False,monthly,True
S-70c734,A-bd4708,2024-09-05,,Pro,37,1813,21756,False,False,False,False,annual,True
S-e44831,A-bb2f49,2024-12-26,,Pro,28,1372,16464,False,False,False,False,monthly,False
S-21c164,A-029f69,2024-12-31,,Basic,34,646,7752,False,False,False,False,annual,True
S-d83789,A-104f1a,2024-12-10,,Pro,24,1176,14112,False,False,False,False,monthly,True
S-dafec3,A-684255,2024-09-09,,Enterprise,9,1791,21492,False,False,False,False,annual,False
S-9cd745,A-cab532,2023-07-24,,Enterprise,11,2189,26268,False,False,False,False,monthly,True
S-90e2d7,A-8ae3fc,2024-07-17,,Basic,31,589,7068,False,False,False,False,annual,True
S-ca72d9,A-bcf664,2024-01-29,,Basic,55,1045,12540,False,False,False,False,annual,True
S-e05562,A-075038,2023-11-08,,Pro,17,833,9996,False,False,False,False,monthly,True
S-c14073,A-ba6516,2024-01-30,,Basic,27,513,6156,False,True,False,False,annual,True
S-01b2dc,A-cc102e,2024-12-23,,Basic,13,247,2964,False,True,False,False,annual,True
S-e25e6e,A-5a92e7,2024-12-07,,Basic,4,76,912,False,False,False,False,monthly,True
S-47e122,A-271f46,2023-07-01,,Basic,38,722,8664,False,False,False,False,monthly,True
S-5856ab,A-3c1a3f,2024-05-06,2024-11-25,Pro,19,931,11172,False,False,False,True,annual,True
S-edd29b,A-592832,2024-12-24,,Enterprise,18,3582,42984,False,False,False,False,annual,True
S-dc77b7,A-cbd1a3,2024-12-29,,Basic,20,380,4560,False,False,False,False,annual,True
S-2d0c1f,A-241e75,2024-07-11,,Pro,46,2254,27048,False,False,False,False,annual,True
S-ac42e8,A-417d2f,2024-09-08,,Basic,49,931,11172,False,False,False,False,monthly,False
S-5c3f50,A-f3ff05,2024-09-11,,Enterprise,4,796,9552,False,False,False,False,annual,True
S-84e658,A-922109,2024-08-18,,Enterprise,3,0,0,True,False,False,False,monthly,False
S-1dbbc2,A-42b791,2024-12-30,,Basic,20,380,4560,False,False,False,False,monthly,False
S-b633be,A-6c093d,2023-09-26,2024-07-14,Basic,62,0,0,True,False,False,True,monthly,True
S-a1676a,A-bb3bd4,2024-05-06,,Pro,23,1127,13524,False,False,False,False,annual,True
S-e958ba,A-417d2f,2024-03-29,,Pro,13,637,7644,False,False,False,False,monthly,True
S-86571c,A-d26ab4,2024-12-27,,Enterprise,33,6567,78804,False,False,False,False,monthly,True
S-4193dd,A-4e631b,2024-10-13,,Basic,22,418,5016,False,False,False,False,monthly,True
S-860bc8,A-42e5e1,2024-08-29,,Basic,1,19,228,False,False,False,False,annual,True
S-2e78ce,A-84ebe4,2024-04-15,2024-10-22,Basic,18,342,4104,False,False,False,True,monthly,True
S-b5a1a0,A-474ad4,2023-12-04,,Basic,10,190,2280,False,True,True,False,annual,True
S-480226,A-7f6b86,2024-05-21,,Basic,45,855,10260,False,True,False,False,annual,True
S-be828b,A-cbbe12,2023-08-09,,Pro,40,1960,23520,False,False,False,False,monthly,True
S-3ffd93,A-cc1d8d,2024-12-23,,Basic,39,741,8892,False,False,False,False,monthly,True
S-94d88f,A-ccc747,2024-09-11,,Pro,16,784,9408,False,False,False,False,annual,False
S-b27c39,A-484819,2023-06-02,2024-07-03,Basic,18,342,4104,False,True,False,True,monthly,True
S-d073bb,A-a1bbb6,2023-08-13,,Enterprise,9,1791,21492,False,False,False,False,monthly,True
S-afe3b8,A-cc1d8d,2024-12-10,,Pro,16,784,9408,False,False,False,False,monthly,True
S-bbd8b5,A-54ecc2,2023-11-26,,Basic,4,76,912,False,False,False,False,annual,True
S-6d10f7,A-7641d3,2024-11-17,,Pro,16,784,9408,False,False,False,False,monthly,True
S-491d53,A-3cc791,2024-05-23,,Pro,12,588,7056,False,False,False,False,monthly,True
S-cfedb3,A-54d94a,2024-07-16,,Basic,27,513,6156,False,False,False,False,annual,True
S-62a617,A-2d1036,2024-09-23,2024-10-17,Basic,69,1311,15732,False,False,False,True,annual,False
S-0b3f0c,A-3be56b,2024-06-12,,Enterprise,3,0,0,True,False,False,False,monthly,True
S-e5909f,A-b44e3e,2024-04-17,,Pro,40,1960,23520,False,True,False,False,annual,True
S-53ff75,A-acb7f7,2024-11-26,,Basic,32,608,7296,False,False,True,False,monthly,True
S-4a724b,A-00bed1,2024-08-06,,Pro,28,1372,16464,False,False,False,False,annual,True
S-ce90ba,A-812c5b,2024-04-03,,Pro,55,0,0,True,False,False,False,monthly,True
S-672dd6,A-05d3b3,2023-08-03,,Enterprise,16,3184,38208,False,False,False,False,monthly,True
S-78172b,A-f9cc74,2024-10-30,,Enterprise,30,5970,71640,False,False,False,False,monthly,True
S-ea9f08,A-b9eed8,2024-07-14,,Pro,13,637,7644,False,False,True,False,annual,True
S-5aa854,A-328bd0,2024-04-29,,Pro,18,882,10584,False,False,False,False,annual,True
S-e81358,A-d77f4c,2024-02-29,,Pro,29,1421,17052,False,False,False,False,annual,True
S-e95f57,A-1986ca,2024-09-24,,Enterprise,20,3980,47760,False,False,False,False,monthly,False
S-0027d3,A-e693b6,2024-05-04,,Basic,55,1045,12540,False,False,False,False,annual,True
S-3ce79c,A-781cc0,2024-10-17,,Enterprise,22,4378,52536,False,False,False,False,monthly,False
S-6e81f5,A-bece89,2024-10-18,,Pro,38,1862,22344,False,False,False,False,annual,True
S-775a4f,A-7c83a1,2024-07-18,,Enterprise,19,3781,45372,False,False,False,False,monthly,True
S-f4e6c0,A-2f6a32,2024-11-16,,Basic,19,0,0,True,False,False,False,monthly,True
S-089366,A-e60f9d,2024-11-12,,Basic,29,551,6612,False,False,False,False,annual,True
S-a19f87,A-bb1486,2024-12-18,,Pro,41,2009,24108,False,False,False,False,annual,True
S-2de283,A-117171,2024-11-27,,Pro,45,0,0,True,False,False,False,monthly,True
S-f497df,A-751c58,2024-12-21,,Basic,71,1349,16188,False,False,False,False,annual,True
S-c8a4ff,A-fabe19,2024-12-24,2024-12-29,Enterprise,23,4577,54924,False,False,False,True,annual,False
S-294d8b,A-9289f6,2024-09-15,,Enterprise,17,3383,40596,False,False,False,False,monthly,True
S-a3927a,A-378b99,2024-12-02,2024-12-30,Enterprise,8,1592,19104,False,False,False,True,annual,True
S-2cf162,A-a8d89d,2024-04-12,,Basic,13,247,2964,False,False,False,False,annual,True
S-7be036,A-3a7284,2024-12-28,,Pro,31,1519,18228,False,True,False,False,annual,True
S-1facfc,A-7df7a7,2024-03-04,,Pro,7,343,4116,False,False,False,False,annual,True
S-ccdc31,A-970c97,2024-12-16,,Pro,19,931,11172,False,False,False,False,annual,True
S-d3efa2,A-a1bbb6,2023-12-21,,Enterprise,11,2189,26268,False,False,False,False,monthly,True
S-dcc1a5,A-029f69,2024-05-09,,Pro,26,1274,15288,False,False,False,False,annual,False
S-0d2fb8,A-43a9e3,2023-09-20,,Basic,22,418,5016,False,False,False,False,annual,False
S-0fcf7d,A-e08cd3,2024-11-23,,Pro,67,3283,39396,False,False,False,False,annual,False
S-e76552,A-474ad4,2024-09-13,,Pro,8,392,4704,False,False,False,False,monthly,False
S-c14566,A-313be3,2023-12-11,,Pro,47,2303,27636,False,False,False,False,annual,True
S-a2fb62,A-443f6f,2024-12-10,,Pro,19,931,11172,False,False,False,False,annual,True
S-bd1912,A-0cc442,2024-10-06,2024-10-23,Basic,97,1843,22116,False,False,False,True,monthly,True
S-d5605e,A-e351e1,2024-11-11,,Basic,33,0,0,True,False,False,False,monthly,False
S-b9c635,A-87aa7b,2024-06-02,,Pro,24,1176,14112,False,False,True,False,monthly,True
S-f2dd76,A-443b7c,2024-11-13,2024-11-21,Pro,39,0,0,True,False,False,True,monthly,False
S-e7de53,A-4a4c2d,2024-07-08,,Basic,54,1026,12312,False,False,False,False,monthly,True
S-8ed780,A-bc87bc,2024-12-09,,Basic,13,247,2964,False,False,False,False,monthly,True
S-6a017c,A-6f8ad2,2024-10-03,,Enterprise,5,995,11940,False,False,False,False,annual,False
S-f2e134,A-4f18f0,2024-08-09,2024-10-07,Basic,25,475,5700,False,False,False,True,monthly,True
S-9fbdfb,A-e4144b,2024-11-25,,Enterprise,79,0,0,True,True,False,False,annual,True
S-2416eb,A-cd458b,2024-08-14,,Basic,10,190,2280,False,False,False,False,monthly,True
S-20812a,A-5a3eb9,2024-06-14,,Pro,69,3381,40572,False,False,False,False,monthly,True
S-e88276,A-66224b,2024-12-06,,Basic,92,1748,20976,False,False,False,False,monthly,True
S-51cb35,A-18793f,2024-12-20,2024-12-29,Basic,148,2812,33744,False,False,False,True,annual,True
S-53e028,A-fdfc91,2024-09-14,,Basic,111,2109,25308,False,False,False,False,monthly,True
S-f64908,A-1ac5e0,2024-12-11,,Basic,33,0,0,True,False,False,False,monthly,False
S-a0c741,A-40906c,2024-06-19,,Basic,92,1748,20976,False,False,False,False,monthly,False
S-65d722,A-df10db,2023-09-23,,Basic,2,38,456,False,False,False,False,monthly,True
S-5b9bb9,A-bc4d48,2024-08-29,,Pro,35,1715,20580,False,False,False,False,annual,False
S-84c44b,A-9bfc9f,2024-01-01,,Basic,53,1007,12084,False,True,False,False,monthly,True
S-0fb7bb,A-87aa7b,2024-06-05,,Pro,24,1176,14112,False,False,True,False,annual,False
S-cdc644,A-76fa4d,2024-12-03,2024-12-31,Enterprise,69,13731,164772,False,False,False,True,annual,True
S-c57c91,A-39ddf4,2024-12-24,,Pro,40,1960,23520,False,False,False,False,monthly,True
S-2d7947,A-4e960a,2024-06-04,,Basic,12,228,2736,False,False,False,False,annual,True
S-b81200,A-7c6b6b,2024-12-21,,Pro,6,294,3528,False,False,False,False,monthly,True
S-8ea942,A-0651a4,2024-12-19,,Enterprise,36,0,0,True,False,False,False,annual,True
S-0146f6,A-7641d3,2024-05-13,,Enterprise,13,2587,31044,False,False,False,False,monthly,True
S-8b0950,A-dfbd31,2024-02-15,,Enterprise,14,2786,33432,False,False,False,False,monthly,False
S-5bbb5b,A-ffc04f,2024-12-01,,Enterprise,15,2985,35820,False,False,True,False,annual,True
S-ecefa1,A-40a557,2024-06-26,,Basic,25,475,5700,False,False,False,False,monthly,True
S-1526b7,A-2f6a32,2024-11-24,,Pro,19,931,11172,False,True,False,False,annual,True
S-55d484,A-52dd88,2023-12-15,,Basic,23,0,0,True,False,False,False,annual,True
S-94471b,A-ffc04f,2024-10-04,,Basic,13,247,2964,False,False,False,False,monthly,False
S-eb4b0a,A-acb7f7,2024-12-28,,Basic,32,608,7296,False,False,False,False,annual,True
S-f7a5b9,A-ffdfd5,2024-04-24,,Pro,11,539,6468,False,False,False,False,annual,True
S-410fd5,A-a1b80b,2024-06-09,,Basic,19,361,4332,False,False,False,False,annual,True
S-32ab86,A-7c6b6b,2024-12-28,,Pro,23,1127,13524,False,False,False,False,monthly,True
S-9e8b22,A-7c6b6b,2024-12-16,2024-12-23,Pro,6,294,3528,False,False,False,True,annual,True
S-bf4ec8,A-7a0d69,2024-08-20,,Pro,15,735,8820,False,False,False,False,monthly,True
S-a25d8b,A-40a557,2024-03-24,,Enterprise,55,10945,131340,False,False,False,False,monthly,True
S-37f480,A-87aa7b,2024-05-25,,Pro,27,1323,15876,False,False,False,False,annual,False
S-c27e9c,A-9f2731,2024-11-02,,Basic,38,722,8664,False,False,False,False,monthly,True
S-a76521,A-eb7c38,2024-12-04,,Basic,33,627,7524,False,False,False,False,annual,True
S-0ab9fb,A-05f0e5,2024-10-22,,Pro,65,3185,38220,False,False,False,False,annual,True
S-afc43d,A-02cd81,2024-08-25,,Basic,44,836,10032,False,False,False,False,annual,False
S-b6e44c,A-019782,2023-10-26,,Basic,11,209,2508,False,False,False,False,annual,False
S-6a8046,A-f97b9a,2023-12-26,,Enterprise,19,3781,45372,False,False,False,False,monthly,True
S-a3cbd4,A-42e5e1,2024-08-01,2024-08-14,Enterprise,20,3980,47760,False,False,False,True,monthly,True
S-f74e00,A-8ae05d,2024-12-02,,Pro,86,4214,50568,False,False,False,False,monthly,True
S-c2eeba,A-65aeb5,2024-02-02,,Basic,9,171,2052,False,False,False,False,monthly,False
S-371662,A-bad8c1,2023-06-12,,Pro,54,2646,31752,False,False,False,False,monthly,True
S-8ebe58,A-cea1f0,2024-06-09,,Pro,8,0,0,True,False,False,False,annual,True
S-6102fe,A-cb5333,2024-06-25,,Basic,33,0,0,True,False,False,False,monthly,False
S-6676fa,A-7df7a7,2023-02-05,,Pro,7,343,4116,False,False,True,False,monthly,True
S-2b550a,A-c7ffc2,2023-11-01,,Enterprise,30,5970,71640,False,True,False,False,monthly,True
S-c48d0d,A-3ce5b8,2024-05-22,,Basic,37,703,8436,False,False,False,False,annual,True
S-7fca0e,A-5b4ebb,2024-08-21,,Basic,52,988,11856,False,False,False,False,annual,True
S-5d343c,A-9208f0,2023-09-23,,Basic,25,475,5700,False,False,False,False,annual,True
S-76b176,A-6da850,2024-11-10,2024-12-09,Pro,8,392,4704,False,False,False,True,monthly,False
S-e746d2,A-977ca0,2023-08-18,,Enterprise,91,18109,217308,False,False,False,False,monthly,True
S-7b896c,A-ffdfd5,2024-08-18,,Basic,30,570,6840,False,False,False,False,monthly,True
S-c9a968,A-bad8c1,2024-03-21,,Basic,8,152,1824,False,False,False,False,monthly,True
S-f4b648,A-8ae05d,2024-11-27,2024-12-28,Enterprise,86,17114,205368,False,False,False,True,annual,True
S-f4a3ac,A-1f7acb,2024-09-22,,Enterprise,64,12736,152832,False,False,False,False,annual,True
S-42671b,A-118f1c,2024-12-11,,Enterprise,32,6368,76416,False,False,False,False,annual,True
S-88cc86,A-80eeb6,2024-12-20,2024-12-31,Enterprise,22,4378,52536,False,False,False,True,annual,True
S-02b754,A-3b37d9,2023-10-11,,Enterprise,23,4577,54924,False,False,False,False,annual,False
S-7826c1,A-157070,2024-07-23,,Pro,18,882,10584,False,False,False,False,monthly,True
S-45c2cf,A-7920cc,2023-12-11,,Basic,39,741,8892,False,False,False,False,monthly,True
S-df819a,A-ffc04f,2024-09-08,,Pro,20,980,11760,False,False,False,False,monthly,False
S-983266,A-dcc2f0,2024-09-16,2024-11-03,Pro,15,735,8820,False,False,False,True,annual,True
S-16dfaf,A-8e47ca,2024-02-27,,Pro,19,931,11172,False,False,False,False,annual,True
S-f77847,A-186a44,2023-08-23,,Basic,20,380,4560,False,False,True,False,annual,True
S-1053c9,A-69b156,2024-10-12,,Basic,14,266,3192,False,False,False,False,annual,True
S-8eae4e,A-db5e9e,2024-12-16,,Enterprise,16,3184,38208,False,False,False,False,monthly,True
S-bf39f7,A-3793ee,2024-01-24,,Pro,49,2401,28812,False,False,False,False,monthly,True
S-a4142f,A-a8b49c,2023-10-14,,Basic,7,133,1596,False,False,False,False,annual,True
S-e6dee4,A-029f69,2024-11-11,,Pro,3,147,1764,False,False,False,False,annual,True
S-b76ba6,A-d4ac0e,2024-12-14,,Pro,18,882,10584,False,False,False,False,monthly,True
S-5a94f7,A-328bd0,2023-09-26,,Pro,33,1617,19404,False,False,False,False,monthly,True
S-61afee,A-7df7a7,2023-06-26,,Enterprise,45,8955,107460,False,False,False,False,monthly,False
S-2a73e2,A-10b8f2,2024-01-29,,Basic,47,893,10716,False,False,False,False,annual,False
S-e0075b,A-b3fe05,2024-09-03,,Enterprise,17,3383,40596,False,False,False,False,annual,True
S-5bbb53,A-1b7577,2024-12-03,,Pro,4,196,2352,False,False,False,False,annual,True
S-65731a,A-684255,2024-12-15,2024-12-26,Basic,9,0,0,True,False,True,True,annual,True
S-2d5c04,A-503d5a,2024-03-27,,Enterprise,5,995,11940,False,False,False,False,monthly,True
S-34253c,A-1b9609,2023-12-02,,Basic,18,342,4104,False,False,False,False,annual,False
S-d18856,A-396e5f,2024-10-05,,Enterprise,6,1194,14328,False,False,False,False,monthly,True
S-e6b450,A-eb1312,2024-11-21,,Pro,25,1225,14700,False,False,False,False,monthly,True
S-0d8cfd,A-4ae22a,2024-08-20,,Pro,6,294,3528,False,False,False,False,annual,True
S-86e45a,A-56962b,2024-09-23,,Pro,163,7987,95844,False,False,False,False,annual,True
S-dcae52,A-00cac8,2024-10-29,,Enterprise,20,3980,47760,False,False,False,False,monthly,True
S-17bbdd,A-bcbe98,2024-11-18,,Pro,46,2254,27048,False,False,False,False,annual,True
S-f24690,A-756192,2024-11-18,,Basic,19,361,4332,False,False,False,False,monthly,True
S-9a3e85,A-8ae3fc,2024-08-06,,Pro,21,1029,12348,False,False,False,False,annual,True
S-1c2a4a,A-b7b7b7,2024-12-29,,Pro,24,1176,14112,False,False,False,False,annual,True
S-c37ee1,A-9174e0,2024-12-08,,Basic,60,1140,13680,False,False,False,False,monthly,True
S-4ebd94,A-c62e55,2024-03-07,,Pro,24,1176,14112,False,False,False,False,annual,True
S-61797c,A-ad296b,2024-07-25,,Basic,38,722,8664,False,False,False,False,annual,True
S-f8d0a2,A-a0ca4e,2024-05-15,,Basic,11,209,2508,False,False,False,False,annual,False
S-d0eeb2,A-fce879,2024-10-18,,Pro,45,0,0,True,False,True,False,monthly,True
S-10fc7d,A-cab532,2024-10-14,,Enterprise,11,2189,26268,False,True,False,False,annual,True
S-c249fb,A-cc98bc,2023-12-25,,Basic,32,608,7296,False,False,False,False,monthly,True
S-c86492,A-c43359,2024-11-18,,Pro,38,1862,22344,False,False,False,False,annual,True
S-1be7c5,A-80eeb6,2023-07-15,2024-11-05,Basic,34,646,7752,False,False,False,True,monthly,True
S-86bcda,A-4a4c2d,2024-09-18,,Basic,54,1026,12312,False,True,False,False,monthly,False
S-ee956d,A-96bbc6,2024-09-01,,Pro,39,1911,22932,False,False,False,False,annual,True
S-404132,A-39ddf4,2024-12-20,2024-12-29,Pro,40,1960,23520,False,False,False,True,annual,True
S-4d5ab5,A-df1e44,2024-08-08,,Enterprise,12,2388,28656,False,False,False,False,monthly,False
S-e5d9a4,A-09316c,2024-12-07,,Enterprise,70,13930,167160,False,True,False,False,annual,True
S-3684d3,A-7920cc,2024-09-22,,Basic,39,741,8892,False,False,False,False,monthly,True
S-cce4fc,A-659280,2023-11-28,,Pro,13,637,7644,False,False,False,False,annual,True
S-3cae45,A-c16101,2024-10-18,,Enterprise,7,1393,16716,False,False,False,False,annual,True
S-82b11e,A-0651a4,2024-12-06,,Basic,21,399,4788,False,False,False,False,annual,True
S-23d18f,A-ad3abd,2023-11-21,2024-02-04,Basic,44,0,0,True,False,False,True,monthly,True
S-652885,A-59f724,2024-12-08,,Basic,18,342,4104,False,False,False,False,monthly,True
S-2e7b85,A-328bd0,2023-10-19,,Basic,18,342,4104,False,False,False,False,annual,True
S-48c5be,A-fa2041,2024-12-05,,Pro,39,0,0,True,False,False,False,annual,True
S-277111,A-625d0b,2024-10-14,,Pro,9,441,5292,False,False,False,False,monthly,True
S-505f35,A-5a184f,2023-12-02,,Enterprise,22,4378,52536,False,False,False,False,annual,True
S-70b655,A-ac85cd,2024-08-16,,Pro,53,2597,31164,False,False,False,False,monthly,False
S-4ac0bb,A-7c6b6b,2024-12-25,,Pro,28,1372,16464,False,False,False,False,monthly,False
S-4ea564,A-de58ca,2024-08-09,,Basic,15,285,3420,False,False,False,False,annual,True
S-1a9c5c,A-c58f49,2024-11-02,,Basic,70,0,0,True,False,False,False,annual,True
S-23dab0,A-65aeb5,2024-09-30,,Pro,9,441,5292,False,False,False,False,annual,True
S-d396d1,A-2edab2,2024-03-05,2024-10-11,Pro,17,833,9996,False,False,False,True,monthly,True
S-f1826f,A-4c6f11,2024-03-30,,Enterprise,24,4776,57312,False,False,False,False,monthly,True
S-1c3a42,A-f45426,2024-09-14,,Enterprise,20,3980,47760,False,False,False,False,annual,True
S-27c00d,A-a6d261,2024-06-08,,Basic,48,912,10944,False,False,False,False,monthly,True
S-2e4018,A-7f8241,2023-06-06,,Enterprise,34,6766,81192,False,True,False,False,monthly,True
S-4da459,A-02cd81,2024-12-29,,Pro,44,2156,25872,False,False,False,False,annual,True
S-5879cf,A-a09355,2024-09-02,,Enterprise,30,5970,71640,False,False,False,False,monthly,True
S-2e965d,A-00cac8,2023-09-16,,Pro,8,392,4704,False,False,False,False,monthly,True
