ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-b14d75,A-7641d3,2023-03-08,2023-03-10 04:00:00,52.0,medium,115,5.0,True
T-8580fd,A-3a5ad8,2023-06-09,2023-06-11 02:00:00,50.0,urgent,149,,False
T-52fdaf,A-e08cd3,2023-04-21,2023-04-23 03:00:00,51.0,urgent,23,3.0,False
T-0648e6,A-0e966d,2024-12-01,2024-12-01 12:00:00,12.0,low,113,4.0,False
T-d93bf8,A-32728c,2023-01-25,2023-01-26 16:00:00,40.0,medium,51,3.0,False
T-718543,A-f03140,2023-01-28,2023-01-30 17:00:00,65.0,urgent,46,3.0,False
T-a61271,A-05d3b3,2024-11-03,2024-11-05 16:00:00,64.0,urgent,3,,False
T-0766ec,A-e351e1,2024-12-29,2024-12-29 05:00:00,5.0,low,100,3.0,False
T-738fd8,A-7920cc,2024-03-15,2024-03-15 05:00:00,5.0,low,94,3.0,False
T-3b09c6,A-49b828,2023-11-04,2023-11-05 02:00:00,26.0,medium,93,,False
T-946568,A-e40f45,2023-01-02,2023-01-03 03:00:00,27.0,medium,24,,False
T-1d4ad7,A-0be015,2024-01-04,2024-01-06 20:00:00,68.0,urgent,44,4.0,False
T-69bbea,A-02fac6,2023-03-03,2023-03-03 16:00:00,16.0,medium,43,,False
T-b0f248,A-0be015,2024-11-26,2024-11-27 22:00:00,46.0,high,122,,False
T-676fdf,A-7920cc,2024-10-04,2024-10-05 02:00:00,26.0,medium,122,,False
T-80fc65,A-d82ef9,2024-10-08,2024-10-10 13:00:00,61.0,low,116,,True
T-7e129c,A-df10db,2023-12-04,2023-12-06 20:00:00,68.0,medium,46,3.0,True
T-a0545c,A-484819,2024-04-26,2024-04-26 06:00:00,6.0,medium,152,,False
T-2c4195,A-ffc04f,2024-01-08,2024-01-08 08:00:00,8.0,low,175,5.0,False
T-9fcefd,A-659280,2023-04-17,2023-04-17 02:00:00,2.0,low,91,4.0,False
T-c752b7,A-e36807,2024-09-20,2024-09-20 13:00:00,13.0,high,145,5.0,False
T-7c0dc3,A-b20d99,2023-08-08,2023-08-10 12:00:00,60.0,medium,32,4.0,False
T-5cf4eb,A-ce550d,2024-06-15,2024-06-15 18:00:00,18.0,high,169,4.0,False
T-b4957a,A-8ae3fc,2024-03-06,2024-03-06 02:00:00,2.0,urgent,73,,False
T-4a1a56,A-4e631b,2023-09-04,2023-09-05 05:00:00,29.0,urgent,86,,False
T-07694c,A-9779ad,2023-06-14,2023-06-14 09:00:00,9.0,high,96,,False
T-113483,A-1e50e0,2024-10-29,2024-10-29 22:00:00,22.0,urgent,116,,False
T-fc3f98,A-6f8ad2,2023-07-12,2023-07-14 02:00:00,50.0,urgent,17,4.0,False
T-466cea,A-ced9aa,2023-11-23,2023-11-23 10:00:00,10.0,medium,70,,False
T-8caacd,A-eb7c38,2023-08-16,2023-08-16 05:00:00,5.0,urgent,56,,False
T-87f0f2,A-425e76,2024-02-18,2024-02-20 22:00:00,70.0,medium,164,3.0,False
T-5df8d7,A-a6d261,2024-12-05,2024-12-07 01:00:00,49.0,medium,3,4.0,False
T-7098db,A-117171,2024-12-12,2024-12-14 01:00:00,49.0,low,95,4.0,False
T-39076a,A-b7724f,2024-01-22,2024-01-23 04:00:00,28.0,urgent,15,3.0,False
T-ddcfa7,A-40906c,2024-05-26,2024-05-26 06:00:00,6.0,medium,84,3.0,False
T-4f2be5,A-3ce5b8,2023-04-07,2023-04-08 21:00:00,45.0,medium,137,5.0,False
T-91aaf3,A-e1462e,2023-04-18,2023-04-20 19:00:00,67.0,high,122,4.0,False
T-39b9b3,A-779e4e,2023-03-24,2023-03-24 23:00:00,23.0,urgent,86,,False
T-3c3935,A-c1e51e,2023-01-29,2023-01-30 02:00:00,26.0,urgent,15,3.0,False
T-7ff36c,A-0cc442,2023-04-28,2023-04-28 22:00:00,22.0,medium,11,,False
T-153c4f,A-297a2d,2024-05-14,2024-05-16 07:00:00,55.0,high,9,,False
T-2b9ac2,A-cbbe12,2023-06-30,2023-07-02 20:00:00,68.0,low,163,5.0,False
T-59dfb0,A-82861f,2024-12-18,2024-12-20 11:00:00,59.0,medium,24,3.0,False
T-ef9608,A-2bc93d,2023-05-28,2023-05-28 17:00:00,17.0,urgent,112,4.0,False
T-77dffb,A-ee42db,2023-12-18,2023-12-18 11:00:00,11.0,medium,80,3.0,False
T-77064e,A-cab532,2024-03-28,2024-03-29 08:00:00,32.0,low,175,4.0,False
T-762eff,A-0f6450,2023-04-24,2023-04-25 04:00:00,28.0,low,46,3.0,False
T-584792,A-d82ef9,2023-10-15,2023-10-17 03:00:00,51.0,low,121,4.0,False
T-a67c6a,A-40de06,2024-02-18,2024-02-20 07:00:00,55.0,urgent,24,,False
T-0ebaee,A-659280,2024-03-05,2024-03-05 02:00:00,2.0,medium,178,,False
T-d035ff,A-86902e,2024-03-13,2024-03-15 06:00:00,54.0,urgent,22,,False
T-9e0fbe,A-42b791,2023-12-12,2023-12-13 14:00:00,38.0,urgent,34,3.0,False
T-48a7e1,A-0baac2,2024-06-30,2024-07-01 20:00:00,44.0,low,79,,False
T-7dfcbc,A-ac9111,2023-06-21,2023-06-21 20:00:00,20.0,urgent,94,5.0,False
T-011d44,A-dfbd31,2024-03-29,2024-03-29 13:00:00,13.0,low,159,4.0,False
T-371908,A-d49cc5,2024-04-13,2024-04-13 07:00:00,7.0,low,53,,False
T-bc73ad,A-fd7ad3,2024-10-08,2024-10-09 21:00:00,45.0,low,103,5.0,False
T-2d7007,A-bd4708,2024-12-13,2024-12-15 03:00:00,51.0,high,176,,False
T-1e7cbe,A-bb3bd4,2023-07-10,2023-07-11 01:00:00,25.0,high,158,,False
T-eaf4bf,A-f446b6,2023-07-26,2023-07-27 23:00:00,47.0,urgent,114,5.0,False
T-885cc0,A-798a3f,2024-05-11,2024-05-11 10:00:00,10.0,high,33,5.0,False
T-4e6353,A-ffc04f,2024-05-13,2024-05-14 05:00:00,29.0,low,123,,False
T-73bcc4,A-d27f50,2024-05-01,2024-05-02 11:00:00,35.0,medium,108,5.0,False
T-882ab9,A-65c341,2023-07-23,2023-07-24 10:00:00,34.0,high,90,,False
T-88c429,A-700ade,2024-11-03,2024-11-04 02:00:00,26.0,urgent,22,,False
T-70430b,A-856b1e,2023-03-25,2023-03-26 01:00:00,25.0,low,8,,False
T-36a591,A-18793f,2023-12-09,2023-12-10 21:00:00,45.0,low,99,3.0,False
T-016d69,A-f97b9a,2023-03-18,2023-03-19 19:00:00,43.0,high,85,,False
T-2a5b67,A-118d55,2023-07-24,2023-07-25 13:00:00,37.0,medium,47,5.0,False
T-7976e4,A-50f3f7,2023-06-17,2023-06-19 22:00:00,70.0,medium,31,5.0,False
T-d1973c,A-0532a9,2023-03-11,2023-03-13 07:00:00,55.0,low,88,,False
T-9dc012,A-fda07f,2023-09-24,2023-09-24 12:00:00,12.0,high,2,,False
T-d2dda8,A-81edc3,2023-07-01,2023-07-02 05:00:00,29.0,high,75,3.0,False
T-c01944,A-c37cab,2024-03-28,2024-03-29 18:00:00,42.0,medium,146,3.0,False
T-84745f,A-c16cf7,2023-01-20,2023-01-21 13:00:00,37.0,medium,165,,False
T-46f3a5,A-7c4956,2024-12-22,2024-12-22 11:00:00,11.0,low,64,,False
T-575b7e,A-e351e1,2023-10-05,2023-10-05 20:00:00,20.0,low,9,5.0,False
T-2e8ffa,A-56962b,2023-08-15,2023-08-15 05:00:00,5.0,medium,153,,False
T-e65eaf,A-5b1bcd,2024-09-06,2024-09-07 19:00:00,43.0,urgent,14,,False
T-d23384,A-600734,2023-09-03,2023-09-05 21:00:00,69.0,high,74,4.0,False
T-c512cd,A-86cdb4,2024-11-07,2024-11-07 05:00:00,5.0,high,81,3.0,False
T-13a6c8,A-b44e3e,2023-12-27,2023-12-27 10:00:00,10.0,urgent,119,4.0,False
T-c53a87,A-10b8da,2023-02-19,2023-02-20 13:00:00,37.0,high,105,,False
T-accc3f,A-53f4e3,2024-01-20,2024-01-21 12:00:00,36.0,urgent,55,4.0,False
T-4d9add,A-6965e1,2023-08-12,2023-08-12 18:00:00,18.0,high,155,3.0,False
T-391128,A-0dbdc6,2023-09-11,2023-09-13 22:00:00,70.0,medium,92,,False
T-02ebc4,A-0354fe,2023-01-20,2023-01-20 02:00:00,2.0,low,78,5.0,False
T-95e4c4,A-484819,2024-02-24,2024-02-26 12:00:00,60.0,low,176,4.0,False
T-2859a9,A-c1e51e,2024-10-29,2024-10-31 16:00:00,64.0,urgent,59,3.0,False
T-80caf3,A-7641d3,2023-02-21,2023-02-23 07:00:00,55.0,urgent,123,,False
T-fc38c0,A-a1b80b,2023-01-21,2023-01-22 12:00:00,36.0,low,107,3.0,False
T-d1454f,A-68f37c,2024-09-12,2024-09-12 17:00:00,17.0,medium,42,4.0,False
T-f79198,A-0f7d77,2023-11-30,2023-12-01 01:00:00,25.0,medium,17,,False
T-2f8785,A-cdf020,2023-12-26,2023-12-26 02:00:00,2.0,low,121,5.0,False
T-c961eb,A-f9cc74,2024-12-09,2024-12-11 02:00:00,50.0,medium,26,3.0,False
T-5d144c,A-462d45,2023-09-18,2023-09-19 00:00:00,24.0,urgent,43,,False
T-bb236d,A-cd458b,2024-06-25,2024-06-26 21:00:00,45.0,urgent,61,5.0,False
T-4616b9,A-17939a,2024-02-06,2024-02-08 18:00:00,66.0,high,105,5.0,False
T-149155,A-5b4ebb,2024-01-02,2024-01-02 11:00:00,11.0,medium,17,,False
T-2ef7b5,A-a1bbb6,2023-10-27,2023-10-27 01:00:00,1.0,high,168,,False
T-b8a88e,A-94c3cd,2023-03-20,2023-03-22 07:00:00,55.0,medium,175,4.0,False
T-e0928c,A-cbbe12,2023-09-04,2023-09-04 19:00:00,19.0,urgent,26,4.0,False
T-86e8cc,A-ced9aa,2023-07-20,2023-07-20 17:00:00,17.0,low,147,,False
T-1070ee,A-bb1eaa,2023-10-04,2023-10-06 03:00:00,51.0,urgent,178,,False
T-c5474d,A-00cac8,2023-06-06,2023-06-08 17:00:00,65.0,urgent,149,,False
T-3c2ede,A-a1bbb6,2023-08-24,2023-08-24 16:00:00,16.0,high,147,4.0,False
T-e18407,A-3b5cd1,2024-12-21,2024-12-23 12:00:00,60.0,urgent,92,,False
T-804db5,A-9f0b68,2024-12-09,2024-12-11 02:00:00,50.0,high,122,,False
T-ebcbc7,A-7e0a10,2023-09-02,2023-09-02 11:00:00,11.0,urgent,41,3.0,False
T-b95195,A-cdf020,2023-07-11,2023-07-13 21:00:00,69.0,medium,28,,False
T-326fb6,A-1f559b,2023-06-28,2023-06-29 08:00:00,32.0,high,142,4.0,False
T-4013e1,A-5b4ebb,2023-02-19,2023-02-21 22:00:00,70.0,low,18,5.0,False
T-99dba7,A-dcc3f1,2024-05-01,2024-05-02 20:00:00,44.0,low,126,4.0,False
T-cbc3ab,A-1f7acb,2023-01-20,2023-01-22 17:00:00,65.0,high,155,5.0,False
T-2354bb,A-d26ab4,2023-08-30,2023-08-31 23:00:00,47.0,medium,72,,False
T-4e07bf,A-600734,2023-10-29,2023-10-29 14:00:00,14.0,urgent,123,3.0,False
T-c39af4,A-149a69,2024-10-19,2024-10-21 17:00:00,65.0,low,59,,False
T-4ebe83,A-6e7827,2024-09-25,2024-09-26 11:00:00,35.0,low,86,3.0,False
T-00f542,A-158f4e,2024-04-18,2024-04-19 00:00:00,24.0,medium,83,5.0,False
T-75271b,A-751bd4,2023-10-22,2023-10-22 19:00:00,19.0,medium,101,,False
T-dfd61e,A-b2af2e,2024-01-09,2024-01-11 17:00:00,65.0,low,91,4.0,False
T-a56288,A-4a267b,2023-06-22,2023-06-22 05:00:00,5.0,high,25,5.0,False
T-f45502,A-781cc0,2024-08-17,2024-08-19 16:00:00,64.0,high,120,5.0,False
T-3bc756,A-a0ca4e,2023-04-24,2023-04-24 10:00:00,10.0,low,129,4.0,True
T-eb6b8e,A-02cd81,2024-07-10,2024-07-10 09:00:00,9.0,high,99,4.0,True
T-d8ba4b,A-ffc04f,2023-11-12,2023-11-12 01:00:00,1.0,medium,17,5.0,False
T-01c405,A-c16b88,2023-03-15,2023-03-16 12:00:00,36.0,medium,121,,False
T-e6d7c6,A-c58f49,2024-08-13,2024-08-13 13:00:00,13.0,medium,95,5.0,False
T-0f7d84,A-a6d261,2024-10-27,2024-10-29 00:00:00,48.0,medium,81,,False
T-ca8cb0,A-2b9d3e,2024-03-12,2024-03-13 04:00:00,28.0,low,127,5.0,False
T-5d7ef5,A-9ee962,2024-02-11,2024-02-13 16:00:00,64.0,high,23,4.0,False
T-b1720e,A-bb1486,2023-08-27,2023-08-27 13:00:00,13.0,high,118,,False
T-78fcb1,A-39868b,2024-01-02,2024-01-02 18:00:00,18.0,urgent,16,5.0,False
T-3b9fea,A-f97b9a,2023-09-16,2023-09-16 05:00:00,5.0,low,58,,False
T-5df3d2,A-c42f1f,2024-04-05,2024-04-06 13:00:00,37.0,high,97,,False
T-8206d0,A-9bfc9f,2024-09-23,2024-09-24 23:00:00,47.0,urgent,21,,False
T-fa1316,A-712426,2024-05-18,2024-05-20 12:00:00,60.0,low,169,4.0,False
T-ac52cc,A-87aa7b,2024-03-19,2024-03-19 01:00:00,1.0,medium,64,,False
T-e8ac58,A-1ac5e0,2023-01-10,2023-01-11 21:00:00,45.0,medium,21,5.0,False
T-cddf95,A-bcf87c,2024-01-09,2024-01-11 22:00:00,70.0,medium,40,3.0,False
T-f0aca7,A-1b9609,2024-04-22,2024-04-24 14:00:00,62.0,urgent,74,3.0,False
T-c6ee94,A-f446b6,2024-11-25,2024-11-25 18:00:00,18.0,high,127,,True
T-9e6b9a,A-39868b,2023-06-10,2023-06-12 02:00:00,50.0,high,144,,False
T-b04488,A-d40bf7,2024-11-03,2024-11-03 14:00:00,14.0,urgent,80,5.0,False
T-2b0275,A-22f2df,2024-06-14,2024-06-16 09:00:00,57.0,high,49,,False
T-49f7fa,A-68f37c,2024-04-20,2024-04-20 18:00:00,18.0,high,139,,False
T-6676f9,A-3d957b,2024-03-05,2024-03-07 05:00:00,53.0,high,40,3.0,False
T-820846,A-180abf,2024-07-30,2024-07-30 10:00:00,10.0,medium,44,,False
T-d66f0f,A-8b25f2,2023-12-03,2023-12-05 04:00:00,52.0,medium,15,5.0,False
T-4486bf,A-1619f8,2024-11-11,2024-11-12 23:00:00,47.0,urgent,152,,False
T-b51da1,A-354f12,2023-08-03,2023-08-05 18:00:00,66.0,low,104,,False
T-e34acc,A-9bfc9f,2023-08-24,2023-08-25 03:00:00,27.0,low,30,3.0,False
T-8d5902,A-e61e98,2023-07-01,2023-07-02 15:00:00,39.0,medium,58,5.0,False
T-7d878f,A-54d94a,2024-07-19,2024-07-21 19:00:00,67.0,medium,18,3.0,False
T-508c6e,A-151c9a,2024-06-01,2024-06-01 23:00:00,23.0,medium,176,3.0,False
T-233db8,A-a0ca4e,2023-10-03,2023-10-04 10:00:00,34.0,low,133,3.0,False
T-e112be,A-34ea2f,2023-11-03,2023-11-04 16:00:00,40.0,urgent,74,4.0,False
T-d6e90f,A-e4bf56,2024-03-22,2024-03-24 21:00:00,69.0,urgent,142,3.0,False
T-f97a8b,A-0e966d,2024-09-11,2024-09-11 22:00:00,22.0,medium,100,5.0,True
T-ed09ab,A-94d3da,2024-12-27,2024-12-28 01:00:00,25.0,high,130,,False
T-2537ea,A-5a3eb9,2023-04-15,2023-04-16 16:00:00,40.0,high,71,,False
T-17884a,A-104f1a,2023-08-07,2023-08-08 10:00:00,34.0,medium,38,3.0,False
T-2d3ea5,A-e4bf56,2024-08-27,2024-08-28 02:00:00,26.0,urgent,124,,False
T-4d29dc,A-5a92e7,2023-01-04,2023-01-05 01:00:00,25.0,urgent,147,,False
T-273811,A-029f69,2023-06-23,2023-06-25 01:00:00,49.0,low,85,,False
T-ce9e96,A-7a0d69,2024-04-25,2024-04-25 22:00:00,22.0,high,22,5.0,False
T-d3a975,A-3ce5b8,2023-10-08,2023-10-09 10:00:00,34.0,urgent,169,3.0,False
T-2e98ad,A-854864,2023-09-14,2023-09-16 06:00:00,54.0,medium,90,5.0,False
T-d6da92,A-2d1036,2024-11-30,2024-11-30 07:00:00,7.0,urgent,83,5.0,False
T-7b5fdd,A-5a184f,2023-06-28,2023-06-28 04:00:00,4.0,low,56,5.0,False
T-629f53,A-37f969,2023-12-29,2023-12-29 19:00:00,19.0,low,176,,True
T-f367ef,A-c7ffc2,2023-10-12,2023-10-14 15:00:00,63.0,low,143,,False
T-2b2a49,A-39b19f,2024-06-04,2024-06-05 04:00:00,28.0,medium,174,,False
T-e6e80e,A-ffc04f,2023-06-23,2023-06-23 21:00:00,21.0,urgent,21,,False
T-df5e8e,A-b48f73,2023-06-22,2023-06-23 15:00:00,39.0,high,40,3.0,False
T-bf2cc6,A-e2cd1b,2023-05-12,2023-05-13 08:00:00,32.0,high,162,3.0,False
T-b43b6a,A-4ae22a,2024-08-09,2024-08-09 09:00:00,9.0,urgent,10,,False
T-d553b7,A-39b19f,2023-08-06,2023-08-07 01:00:00,25.0,low,5,4.0,False
T-0313d4,A-ad64c6,2024-11-04,2024-11-06 04:00:00,52.0,medium,173,,False
T-8d4cd3,A-f25509,2023-07-13,2023-07-15 20:00:00,68.0,high,169,,False
T-67350b,A-8adedc,2024-08-19,2024-08-19 18:00:00,18.0,low,19,,False
T-81c410,A-3f9cc0,2023-12-07,2023-12-09 08:00:00,56.0,urgent,138,,False
T-e6e1ba,A-d922bf,2023-05-28,2023-05-29 17:00:00,41.0,medium,146,,True
T-91edfc,A-92a3af,2024-03-30,2024-04-01 09:00:00,57.0,medium,68,,True
T-51cf8c,A-fe79a5,2023-05-25,2023-05-25 07:00:00,7.0,medium,123,5.0,False
T-ea95ef,A-751c58,2023-02-07,2023-02-08 08:00:00,32.0,medium,147,4.0,False
T-10ac61,A-2d4502,2024-05-02,2024-05-02 02:00:00,2.0,urgent,171,5.0,False
T-902d96,A-76fa4d,2024-12-27,2024-12-29 11:00:00,59.0,high,147,4.0,False
T-317894,A-0651a4,2024-04-20,2024-04-20 01:00:00,1.0,high,135,3.0,False
T-4e9902,A-42b791,2023-06-22,2023-06-22 13:00:00,13.0,high,162,5.0,False
T-2d6f9d,A-fabe19,2023-05-23,2023-05-24 08:00:00,32.0,urgent,63,,False
T-21a62a,A-bc4d48,2024-09-20,2024-09-20 09:00:00,9.0,medium,104,5.0,False
T-435417,A-02cd81,2024-02-02,2024-02-02 06:00:00,6.0,urgent,44,5.0,False
T-f0ad1e,A-940b8b,2023-07-14,2023-07-14 15:00:00,15.0,low,164,5.0,False
T-9a49dd,A-3ce5b8,2023-05-08,2023-05-09 18:00:00,42.0,high,65,4.0,False
T-20d400,A-c9bb3e,2023-10-14,2023-10-15 11:00:00,35.0,high,169,,False
T-437e48,A-9174e0,2024-10-30,2024-10-31 01:00:00,25.0,urgent,161,5.0,False
T-1948cd,A-bc87bc,2023-11-10,2023-11-12 03:00:00,51.0,medium,28,,False
T-b9ca29,A-e98302,2024-08-28,2024-08-30 16:00:00,64.0,low,37,4.0,False
T-f9f1f5,A-e19ff6,2023-04-21,2023-04-23 03:00:00,51.0,high,109,4.0,False
T-437b2d,A-95b24a,2023-11-06,2023-11-07 09:00:00,33.0,high,12,3.0,False
T-12a7d7,A-80eeb6,2023-08-02,2023-08-02 02:00:00,2.0,low,59,3.0,False
T-99ec8e,A-f9cc74,2024-11-14,2024-11-16 15:00:00,63.0,low,129,3.0,False
T-cb95ef,A-c4ea60,2023-02-16,2023-02-18 10:00:00,58.0,low,74,3.0,False
T-27d929,A-10b8f2,2023-11-10,2023-11-12 11:00:00,59.0,urgent,26,5.0,False
T-6faf48,A-7c83a1,2024-04-21,2024-04-21 03:00:00,3.0,high,82,5.0,False
T-7b5e96,A-b9eed8,2024-09-29,2024-09-29 23:00:00,23.0,high,162,4.0,False
T-cc3d2a,A-b11cd0,2024-01-31,2024-01-31 07:00:00,7.0,medium,104,,False
T-99abf9,A-2edab2,2023-07-31,2023-07-31 01:00:00,1.0,high,135,3.0,False
T-9eecab,A-f3ff05,2023-07-17,2023-07-18 03:00:00,27.0,high,122,,False
T-276a05,A-c37cab,2023-10-17,2023-10-19 14:00:00,62.0,high,144,3.0,True
T-1e080e,A-712426,2024-08-04,2024-08-04 15:00:00,15.0,urgent,66,5.0,False
T-da9234,A-7da956,2024-04-20,2024-04-21 11:00:00,35.0,medium,112,5.0,False
T-a6cf94,A-1b707d,2024-10-18,2024-10-19 08:00:00,32.0,medium,160,,False
T-78ed7c,A-b07346,2024-08-13,2024-08-15 22:00:00,70.0,high,31,4.0,False
T-82f258,A-ff3c73,2023-03-19,2023-03-21 18:00:00,66.0,medium,79,3.0,False
T-256979,A-038089,2023-04-02,2023-04-02 09:00:00,9.0,low,96,,False
T-8e9bd1,A-1f7acb,2024-06-27,2024-06-29 22:00:00,70.0,medium,131,5.0,False
T-544625,A-a8b49c,2023-09-23,2023-09-26 00:00:00,72.0,low,105,4.0,False
T-298948,A-fdfc91,2024-02-06,2024-02-08 05:00:00,53.0,urgent,105,4.0,False
T-21611f,A-82861f,2023-01-27,2023-01-28 05:00:00,29.0,low,19,3.0,False
T-24643b,A-d922bf,2024-02-21,2024-02-21 02:00:00,2.0,low,130,3.0,False
T-2708ab,A-96e141,2023-11-07,2023-11-07 08:00:00,8.0,medium,42,4.0,False
T-5e7096,A-44dc83,2023-10-18,2023-10-19 23:00:00,47.0,low,35,,False
T-7ba83f,A-ffc04f,2023-02-01,2023-02-02 23:00:00,47.0,high,47,4.0,False
T-e14078,A-e2cd1b,2023-04-27,2023-04-27 02:00:00,2.0,urgent,16,,False
T-f2e96f,A-96e141,2023-04-24,2023-04-24 17:00:00,17.0,urgent,130,,False
T-519a0a,A-f5641b,2024-08-09,2024-08-11 14:00:00,62.0,medium,132,,False
T-dca519,A-ce66f8,2024-09-14,2024-09-14 07:00:00,7.0,urgent,47,,False
T-b9e44a,A-1ac5e0,2023-06-10,2023-06-12 14:00:00,62.0,medium,13,,False
T-17e8e9,A-7c6b6b,2023-09-03,2023-09-04 09:00:00,33.0,high,63,5.0,False
T-82ae01,A-49b828,2023-06-03,2023-06-03 06:00:00,6.0,medium,150,4.0,False
T-e51e43,A-4e960a,2023-04-30,2023-04-30 13:00:00,13.0,low,41,5.0,False
T-45e6da,A-1e6fc3,2024-03-08,2024-03-09 09:00:00,33.0,low,120,3.0,False
T-b5aa6f,A-7c83a1,2023-02-14,2023-02-15 20:00:00,44.0,low,85,4.0,False
T-93a37f,A-95b24a,2023-08-08,2023-08-08 09:00:00,9.0,high,74,,False
T-6e76a6,A-625d0b,2023-09-17,2023-09-18 13:00:00,37.0,urgent,141,,False
T-09dd85,A-fd7ad3,2023-02-06,2023-02-06 14:00:00,14.0,low,12,3.0,False
T-1cd0a4,A-35083d,2024-06-25,2024-06-27 06:00:00,54.0,low,61,5.0,False
T-d5ea25,A-9289f6,2024-10-14,2024-10-16 11:00:00,59.0,low,56,5.0,False
T-a4d85c,A-0f6450,2023-04-03,2023-04-05 08:00:00,56.0,medium,37,3.0,False
T-db00f6,A-c1e51e,2024-08-13,2024-08-14 08:00:00,32.0,urgent,101,3.0,False
T-6c817f,A-6da850,2023-08-01,2023-08-03 23:00:00,71.0,urgent,69,,False
T-1bcdb6,A-cbd1a3,2024-06-28,2024-06-28 03:00:00,3.0,medium,12,4.0,False
T-c475b2,A-712533,2024-10-29,2024-10-29 23:00:00,23.0,high,76,4.0,False
T-a3df20,A-39ddf4,2024-03-09,2024-03-11 20:00:00,68.0,high,118,,False
T-7214d0,A-443f6f,2024-09-06,2024-09-06 13:00:00,13.0,urgent,42,5.0,False
T-4cc9eb,A-bc87bc,2024-12-29,2024-12-31 19:00:00,67.0,low,46,5.0,False
T-c1ca2b,A-7920cc,2023-06-18,2023-06-19 09:00:00,33.0,low,150,5.0,False
T-9f48ae,A-22d9d2,2024-01-22,2024-01-22 19:00:00,19.0,medium,87,5.0,False
T-63aaba,A-241e75,2023-09-07,2023-09-08 16:00:00,40.0,medium,21,,False
T-bb3cde,A-bbc346,2023-06-09,2023-06-11 02:00:00,50.0,urgent,128,4.0,False
T-4336b6,A-ed510f,2024-06-22,2024-06-24 09:00:00,57.0,low,19,,False
T-c30ac0,A-2f6a32,2024-05-06,2024-05-08 09:00:00,57.0,medium,5,4.0,False
T-a80aac,A-443b7c,2023-06-18,2023-06-19 11:00:00,35.0,medium,12,,False
T-37c256,A-856b1e,2024-01-11,2024-01-13 17:00:00,65.0,low,133,,False
T-334013,A-3be56b,2023-07-17,2023-07-19 17:00:00,65.0,medium,96,4.0,False
T-970159,A-e888d1,2024-02-09,2024-02-10 22:00:00,46.0,urgent,95,,True
T-ded4a8,A-0a282f,2024-05-03,2024-05-05 00:00:00,48.0,urgent,35,5.0,False
T-9f7253,A-883b7d,2023-06-23,2023-06-23 17:00:00,17.0,urgent,144,4.0,False
T-0a9b1f,A-9208f0,2023-01-27,2023-01-27 19:00:00,19.0,medium,166,,True
T-fa88e4,A-95b24a,2024-03-14,2024-03-14 08:00:00,8.0,high,122,5.0,False
T-665175,A-883b7d,2024-12-01,2024-12-01 21:00:00,21.0,urgent,13,3.0,False
T-2ca24a,A-42e5e1,2024-05-22,2024-05-22 18:00:00,18.0,high,51,4.0,False
T-7bc25b,A-337bc1,2023-08-10,2023-08-10 21:00:00,21.0,medium,7,4.0,False
T-df171c,A-09540c,2024-02-24,2024-02-25 05:00:00,29.0,high,72,4.0,False
T-ed6cdf,A-977ca0,2023-06-02,2023-06-05 00:00:00,72.0,medium,100,,False
T-07f485,A-55f257,2024-06-03,2024-06-05 05:00:00,53.0,urgent,150,5.0,False
T-09825e,A-dbc825,2024-09-30,2024-09-30 22:00:00,22.0,urgent,34,,False
T-bc2607,A-39b19f,2024-08-06,2024-08-08 17:00:00,65.0,high,155,5.0,False
T-df9fc9,A-43a9e3,2023-03-24,2023-03-26 16:00:00,64.0,urgent,90,4.0,False
T-f9ca4b,A-8ed5dd,2023-06-03,2023-06-03 21:00:00,21.0,low,180,5.0,False
T-8d4c7f,A-f446b6,2023-10-31,2023-11-02 07:00:00,55.0,urgent,68,,False
T-a9fa22,A-9a532a,2023-05-04,2023-05-06 22:00:00,70.0,low,81,,False
T-216c7c,A-fa3095,2024-06-27,2024-06-28 02:00:00,26.0,low,71,5.0,False
T-650a6d,A-fe79a5,2023-04-10,2023-04-12 18:00:00,66.0,high,26,5.0,False
T-b01917,A-625d0b,2023-12-24,2023-12-26 16:00:00,64.0,high,135,,False
T-b154de,A-600734,2023-04-16,2023-04-18 23:00:00,71.0,urgent,57,,True
T-8ece2f,A-9123ac,2024-09-09,2024-09-09 03:00:00,3.0,urgent,102,5.0,False
T-e12097,A-86fc1d,2024-08-03,2024-08-04 02:00:00,26.0,urgent,29,5.0,False
T-9e1726,A-5fe118,2023-07-25,2023-07-25 19:00:00,19.0,urgent,26,4.0,False
T-e45d87,A-296d7c,2024-07-08,2024-07-09 04:00:00,28.0,low,139,5.0,False
T-4da38c,A-42e5e1,2023-06-05,2023-06-06 18:00:00,42.0,low,69,4.0,False
T-4fd4ae,A-e7beab,2023-10-19,2023-10-21 06:00:00,54.0,low,110,,False
T-10a089,A-9c18c4,2024-04-22,2024-04-24 08:00:00,56.0,high,165,,False
T-73db23,A-89ee83,2023-01-26,2023-01-27 05:00:00,29.0,urgent,146,,False
T-ebb149,A-0baac2,2024-09-14,2024-09-15 16:00:00,40.0,high,154,5.0,False
T-6b1dfe,A-832ec2,2024-04-14,2024-04-14 04:00:00,4.0,high,87,4.0,True
T-418d3f,A-e98302,2023-06-29,2023-06-29 16:00:00,16.0,medium,84,4.0,False
